,HW_1b,HW_2b,HW_4b,HW_5b,HW_6b,HW_9b,HW_11b,HW_13b,HW_16b,HW_17b,HW_18b,HW_20b,HW_21b,HW_23b,HW_27b,HW_29b,HW_34b,HW_35b,HW_39b,HW_41b,HW_43b,HW_45b,HW_46b,HW_47b,HW_49b,HW_50b
30/04/2016,15,471,5703,201,1197,10,500,3261,1077,3740,,0,9096,101,85,6448,1247,211,338,1070,,311,634,,1750,246
1/05/2016,14,484,5916,432,1284,269,501,3307,1079,3755,,0,9839,88,86,6442,1029,199,339,1163,,315,626,,1683,246
2/05/2016,14,473,6403,289,1701,810,484,3230,1049,3879,,0,8962,94,84,6328,1008,186,331,1174,,309,622,,1683,244
3/05/2016,14,489,6265,277,963,899,500,3278,1060,3886,,0,10164,98,85,6358,884,186,349,1489,,315,622,,1785,244
4/05/2016,14,580,5427,342,581,5162,459,3249,1020,3728,,0,3725,86,83,6248,988,205,305,1521,,307,585,,1270,242
5/05/2016,15,570,5891,152,536,7961,443,3266,1032,3673,,0,752,93,82,6155,1009,204,331,1503,,305,570,,1585,240
6/05/2016,13,536,5781,247,478,8208,442,3280,1011,3656,,0,722,90,81,6120,977,190,332,1412,,304,586,,1538,238
7/05/2016,14,498,5332,19,552,9031,449,3289,1013,3645,,0,882,81,82,6068,978,204,342,1298,,303,597,,1661,237
8/05/2016,14,489,4531,1617,4871,5251,486,3177,1033,3587,,0,6613,105,84,6172,964,186,369,1244,,309,588,,1937,238
9/05/2016,15,535,27468,28800,116258,11911,525,4343,1033,3525,,2078,44885,102,85,6329,1452,197,367,1220,,313,572,,1893,247
10/05/2016,13,3214,74173,87941,189550,40928,540,8820,1091,4882,,6378,48630,97,86,6555,2409,201,320,39778,,308,761,,1854,305
11/05/2016,185,14528,13945,52648,151448,72620,563,9207,1265,10140,,748,49412,88,90,6906,2035,220,333,160713,,562,935,,2097,337
12/05/2016,307,12143,5110,5346,113024,51931,572,8797,1139,10307,,994,47831,98,96,7609,1818,230,324,148135,,621,925,,1659,311
13/05/2016,200,8761,6403,125239,90393,63305,560,8412,1129,9456,,0,34988,100,100,7925,2029,217,319,124182,,572,935,,1600,299
14/05/2016,45,6685,6779,66749,74533,76711,571,8273,1147,8930,,0,21250,96,101,8248,2189,214,354,102701,,529,955,,2017,296
15/05/2016,31,5505,6369,55452,60981,68299,582,8268,1128,9200,,0,16979,88,103,8497,1862,208,357,83414,,500,950,,1921,295
16/05/2016,95,5067,6895,71996,45415,58222,583,8054,1119,8023,,0,1755,104,103,8298,2079,182,348,69846,,483,948,,1863,289
17/05/2016,147,4821,6722,61476,29528,43699,587,7687,1126,7742,,0,4224,107,103,8309,1708,197,349,63022,,468,943,,1765,288
18/05/2016,65,4559,7274,35578,24451,5555,586,7665,1132,6431,,0,28246,104,101,8265,1457,193,363,55227,,460,920,,1847,285
19/05/2016,19,4440,6738,24844,21699,5420,585,7690,1122,6620,,0,27160,100,101,8204,1489,185,389,49808,,451,888,,1778,286
20/05/2016,16,4305,6455,28095,19696,2136,571,7585,1128,6697,,0,19788,99,99,8069,1479,190,405,45905,,446,899,,1584,284
21/05/2016,15,4257,6956,17331,15963,6722,561,7293,1173,6473,,0,10167,105,97,7846,1433,179,431,38029,,442,922,,1738,281
22/05/2016,15,4085,6551,10185,14462,3973,566,7531,1151,6782,,0,11137,94,98,7830,1386,163,449,32182,,433,936,,1919,279
23/05/2016,14,4071,6149,9758,14619,548,580,7815,1154,6710,,0,17407,102,100,8043,1246,179,447,29227,,429,913,,1781,280
24/05/2016,14,3999,5496,14174,12524,300,579,7494,1146,6694,,0,13641,89,98,8008,1356,175,437,25687,,426,885,,1694,278
25/05/2016,15,3968,5903,14419,11282,219,584,7518,1145,6378,,0,11245,99,98,8017,1379,174,459,23560,,429,858,,1821,278
26/05/2016,14,3850,6640,17022,9971,2619,604,7827,1151,7005,,0,20082,94,102,8310,1385,155,502,24840,,437,838,,2098,282
27/05/2016,13,3534,6430,20308,10005,6928,588,7492,1143,7064,,0,18851,85,99,8105,2126,164,487,23905,,436,848,,1545,279
28/05/2016,14,3417,5857,23065,7010,8521,574,7228,1130,7132,,0,10458,94,97,7804,1765,162,456,22562,,432,838,,1500,276
29/05/2016,14,3511,5396,28913,8150,10402,540,6867,1129,6728,,0,2534,90,94,7461,1896,178,432,20322,,421,818,,1376,271
30/05/2016,14,3341,5600,29751,7894,5522,516,6314,1173,7173,,0,374,85,91,7323,2081,183,396,18276,,408,835,,1483,265
31/05/2016,10,3743,5612,30120,8233,289,504,6043,1191,7212,,0,2544,89,90,7339,1924,210,391,16270,,394,848,,1663,266
1/06/2016,5,3818,5846,29243,8585,201,510,5606,1212,6557,,0,3964,90,92,7380,1408,205,397,15590,,387,854,,1756,266
2/06/2016,6,3776,6318,28215,8238,353,516,5468,1219,6011,,0,5378,92,92,7554,1590,191,387,14352,,377,854,,1778,266
3/06/2016,6,3747,7004,27525,7928,356,528,5317,1216,5844,,0,5354,93,93,7649,1401,199,389,14125,,374,848,,1909,267
4/06/2016,3,3742,7666,15887,6879,588,563,5355,1172,5803,,0,6641,97,96,7789,1016,173,410,15475,,377,834,,2088,270
5/06/2016,183,9767,92614,57056,124872,48006,694,7002,1611,30227,,6,37687,113,98,7936,2422,193,395,86996,,467,1303,,2399,339
6/06/2016,2265,32094,300835,67183,200780,161057,1399,11782,6207,115613,,63,59210,148,113,9409,3037,645,365,355671,,862,1378,,3349,449
7/06/2016,1227,20996,68990,90617,153008,145607,1061,10560,4780,68453,,472,55761,166,130,11204,1573,470,364,326493,,776,1010,,2754,336
8/06/2016,629,14668,4791,133076,142558,131015,914,10101,4002,52395,,10,8649,146,140,12471,1539,345,747,244640,,716,960,,2448,310
9/06/2016,759,16230,189297,161332,177780,140734,859,11192,4666,75060,,226,,131,147,13168,2153,317,664,263032,,785,1070,,2542,346
10/06/2016,761,24603,232465,159667,181253,146379,791,11265,6067,111623,,0,,114,154,14071,2402,405,687,352208,,839,1132,,2462,359
11/06/2016,365,18026,24063,156956,148204,100391,746,10396,4618,82314,,198,,88,159,14622,1713,333,852,312433,,772,1020,,2313,320
12/06/2016,354,13652,1808,156482,130152,693,713,10005,4137,64512,,0,,99,154,14322,1782,342,1041,235857,,696,1035,,1871,297
13/06/2016,128,11045,719,156497,115084,22564,718,10083,4031,62077,,1,,109,150,13978,2091,341,1129,206400,,637,1033,,2137,294
14/06/2016,139,10414,498,156876,97843,12644,729,10075,4020,58866,,0,,108,145,13484,2206,349,1119,190769,,633,1034,,2182,293
15/06/2016,190,10002,947,156720,83585,12267,742,9983,3995,52497,,0,,105,138,12926,2245,314,1083,180787,,634,1028,,2266,292
16/06/2016,169,9330,6165,139846,76171,15098,758,10139,3946,48843,,0,,109,134,12284,2067,283,1015,174015,,630,1022,,2366,284
17/06/2016,147,8722,12717,134104,70594,12770,754,10172,3702,50151,,0,,111,128,11516,2065,254,972,169022,,645,1020,,2074,285
18/06/2016,227,7880,14714,118512,82697,24037,717,10633,3593,42301,,267,,96,124,11127,2615,274,971,155518,,626,1018,,1847,287
19/06/2016,185,10004,20195,136970,112102,42937,730,12120,3652,46657,,747,,104,129,11655,2795,267,956,185064,,655,1059,,2795,312
20/06/2016,906,22806,244204,157686,191265,65570,773,13103,5756,98668,,0,,102,140,12791,2594,331,958,322039,,838,1188,,2687,379
21/06/2016,621,22427,149709,152247,176707,90508,740,12369,5369,98690,,0,,103,153,13895,2586,378,1025,342764,,814,1056,,2299,349
22/06/2016,909,32965,332948,166131,209585,115648,745,13167,8338,136649,,0,,108,163,14963,3396,498,1080,351907,,889,1321,,2744,420
23/06/2016,853,26455,158580,155006,170935,114069,732,11652,7602,115162,,59686,,97,170,15579,2581,482,1255,348532,,822,1038,,2844,355
24/06/2016,1570,27173,232518,164705,195551,121209,728,12595,7578,118702,,154177,,95,166,15195,2747,335,1151,346039,,839,1146,,2313,372
25/06/2016,782,26097,190985,156859,173192,145194,689,12334,7278,117256,,195007,,85,169,15440,2646,373,1636,348977,,811,1074,,2282,349
26/06/2016,769,21805,23738,155046,151352,133244,683,11590,6023,103699,,135046,,105,167,15160,1875,302,1743,322671,,760,1041,,2676,321
27/06/2016,460,18194,3956,155133,141063,102597,672,11254,5531,82972,,25087,,92,160,14496,1428,288,1497,274351,,725,996,,2022,299
28/06/2016,276,13601,1817,154247,121761,54707,638,11232,4881,66474,,449,,85,147,12994,1328,309,1855,217811,,656,999,,1840,288
29/06/2016,178,11478,873,153466,105672,45127,627,11142,4693,54301,,2,,87,137,11980,1254,324,2311,192707,,600,1002,,2280,284
30/06/2016,207,10745,2537,153533,91467,27233,650,11125,4547,50028,,3,,99,135,11511,1095,268,1743,186326,,628,1008,,2512,286
1/07/2016,227,10787,9921,156070,106819,86696,633,12328,4672,58971,,36388,,93,132,11217,1228,277,1366,182261,,625,1036,,1806,291
2/07/2016,263,15321,14134,156909,125020,176546,617,12274,5293,74456,,69724,,91,132,11141,1559,294,1955,222810,,693,1051,,2300,303
3/07/2016,399,15570,3687,155714,120927,133818,624,11515,5218,76967,,16349,,87,137,11573,1683,267,2072,229345,,703,1029,,2526,298
4/07/2016,245,14259,6569,154072,106490,9949,642,11281,5002,77195,,2749,,83,136,11571,1681,266,1725,222127,,687,1031,,2567,297
5/07/2016,210,13113,12918,153091,91532,483,661,11134,4775,73146,,3,,99,137,11418,1305,243,1204,218628,,674,1026,,2365,298
6/07/2016,237,11729,14570,151617,92078,17907,646,11650,4555,68762,,16449,,91,132,10830,1451,272,1073,205239,,659,960,,1794,290
7/07/2016,191,13691,28910,155311,120851,107285,615,12742,4945,76823,,46162,,93,129,10443,1634,300,1431,214184,,653,1003,,2109,310
8/07/2016,454,16371,24834,154663,122269,116391,617,11364,5397,82807,,23846,,86,132,10859,1442,299,1773,242557,,717,1043,,2316,310
9/07/2016,482,15279,15277,149900,112353,21600,605,11102,5168,76316,,47,,89,132,10875,1330,287,1905,229355,,694,1016,,2138,297
10/07/2016,171,13441,14734,140642,98153,5551,611,11088,4668,68411,,17155,,91,130,10652,1315,291,1962,219684,,669,1006,,2390,293
11/07/2016,153,13344,34652,147828,118881,54380,631,12181,4805,69095,,39600,,81,131,10617,1780,271,1432,218194,,677,1047,,2374,309
12/07/2016,714,20893,58557,154246,153196,106018,649,12922,5867,91896,,23754,,99,138,11215,2436,275,1201,311667,,771,1062,,2417,348
13/07/2016,1775,26675,205009,154967,178329,127530,635,13354,7427,120138,,112749,,90,149,12574,3158,284,1499,348323,,842,1099,,2086,360
14/07/2016,247,25182,170492,144485,169401,133128,615,12676,7053,117223,,178532,,96,159,13712,3092,342,2958,350054,,803,1096,,2686,340
15/07/2016,1023,22258,57102,136845,151212,130849,606,11504,6251,107851,,114140,,84,160,13770,2061,328,3236,327222,,769,1048,,2734,324
16/07/2016,792,18876,7201,136999,140878,100370,597,11090,5653,89777,,2609,,85,156,13358,1965,310,3333,289746,,737,1027,,2740,307
17/07/2016,473,15212,7513,135753,123048,39508,599,11065,4967,75087,,10,,77,150,12687,1683,307,2893,231335,,686,1016,,2533,297
18/07/2016,111,4982,634,51263,44000,1412,225,4109,1755,25491,,2,,31,54,4587,578,112,872,82232,,248,380,,842,110
19/07/2016,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2016,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2016,,,,,,,,,,,,,,,,,,,,,,,,,,
22/07/2016,389,11064,110366,136698,109493,637,637,11942,5105,61784,10,85973,56970,49,123,9696,1187,276,1513,187438,333,580,1075,91,2672,267
23/07/2016,2374,33203,338879,150269,195199,31470,679,13568,12013,138812,7,178976,64207,48,152,12737,3161,627,1102,321465,498,916,1450,132,2754,363
24/07/2016,3028,25013,191825,135594,160199,21219,658,11866,11432,131407,7,169629,54111,45,169,14447,2697,633,1457,347871,445,822,1116,118,2806,280
25/07/2016,2453,21811,179600,137262,151152,4875,645,12218,9043,119688,8,172795,58512,49,164,13990,2814,373,1370,329665,422,791,1114,114,2628,279
26/07/2016,3455,31831,345608,150698,182196,17628,670,13169,13785,145840,14,209583,71629,56,176,15166,3352,590,1517,323636,505,912,1375,131,3192,329
27/07/2016,1906,24161,231209,135763,170829,14539,645,12135,12041,129653,17,203657,64974,44,178,15420,2596,532,1501,349020,438,816,1069,116,2560,254
28/07/2016,923,22378,143922,125664,151505,66,617,11758,9505,120238,11,223303,62193,37,173,15100,3070,376,2174,342509,402,804,1054,108,2529,253
29/07/2016,1296,18260,23214,123939,137007,17756,622,11026,7878,106863,13,89402,51598,41,169,14516,2317,351,2236,301970,366,710,1015,99,2532,228
30/07/2016,519,14603,18913,123691,123602,11,620,10791,6649,81291,16,409,2165,48,159,13441,1985,349,2155,237995,339,645,995,94,2213,230
31/07/2016,322,11904,7207,123658,113752,0,619,10708,6126,69001,9,352,827,43,148,12237,1494,306,1925,214149,334,608,988,90,1983,216
1/08/2016,322,10722,1476,122272,103373,0,620,10639,5957,62227,8,380,4303,44,137,11047,1329,283,1726,197305,327,594,985,90,2122,220
2/08/2016,276,10260,13527,122250,117395,9,610,11507,5808,61036,11,72915,37435,38,130,10176,1573,273,1439,184477,343,584,999,94,1885,222
3/08/2016,369,14089,28483,122935,130499,4,592,11114,6524,70501,11,134795,53198,32,131,10219,2264,292,1757,219564,408,652,1019,110,2061,238
4/08/2016,344,13906,7625,119733,115843,13,577,10635,6384,68459,14,1046,5788,41,129,10079,2081,319,2239,224579,368,657,990,100,1899,232
5/08/2016,328,11792,2037,114381,101766,4817,574,10494,5675,62193,6,13354,38829,42,124,9532,2189,309,2759,212041,332,606,985,90,2113,208
6/08/2016,230,10682,1582,112741,88366,548,581,10349,5319,56382,13,2207,17397,39,119,9060,1978,281,2466,195506,327,579,984,89,2110,199
7/08/2016,411,10003,4822,112292,78215,211,582,10324,5237,50067,8,454,2225,35,117,8969,1698,259,2333,176387,321,559,983,88,2045,209
8/08/2016,261,9723,4908,111334,72173,11957,582,10225,5223,42497,11,418,3862,41,116,8849,2178,257,2230,166388,318,553,982,87,2034,215
9/08/2016,190,9194,5819,111760,67482,128,593,10311,5115,40170,10,523,9760,37,116,8754,2176,250,1956,162394,316,548,980,87,2196,202
10/08/2016,271,8428,6084,110998,63285,9325,602,10342,5159,45778,18,516,9546,37,116,8696,2004,300,1253,160834,311,555,976,86,1904,216
11/08/2016,327,8284,3547,99030,58822,48963,583,10063,5026,38023,14,467,3910,38,114,8604,2345,303,1377,145884,301,547,966,83,1654,207
12/08/2016,102,7445,4250,77672,54702,64398,574,10035,4920,32720,9,561,5076,43,113,8279,1692,293,1683,116765,291,530,958,79,1928,190
13/08/2016,19,7114,17782,76049,38895,29673,564,9929,4835,31089,12,525,3131,34,112,8398,1659,297,1691,106389,290,508,953,79,1748,197
14/08/2016,15,6667,18218,59752,33612,433,545,9946,4738,28956,8,546,5933,37,111,8180,1828,308,1910,89482,285,487,941,80,1641,190
15/08/2016,14,6363,19991,61260,30898,181,539,9910,4860,26815,8,573,8271,36,109,8108,1763,316,2178,72081,284,466,931,78,1758,185
16/08/2016,102,5991,19356,61973,29437,269,553,9876,4875,25267,14,627,11642,39,110,8123,1508,310,2168,63666,283,463,932,76,1990,195
17/08/2016,79,5824,18747,61730,27572,179,565,9762,4762,24955,6,696,16328,36,111,8314,1286,293,1862,63673,284,458,919,78,1944,197
18/08/2016,96,5810,20039,64966,25182,45,567,9712,4623,24009,12,633,14766,34,111,8320,1153,259,1720,65955,281,456,915,79,1952,192
19/08/2016,130,5522,20310,61276,22822,36,591,9918,4652,23710,6,1736,20550,35,113,8405,1407,272,1325,69771,287,457,932,78,2192,201
20/08/2016,125,5532,24323,69370,49257,2441,585,10771,4607,23229,10,25347,39776,39,114,8567,1926,255,1123,73342,286,449,933,79,1689,189
21/08/2016,98,6805,25744,76772,87273,1075,588,10680,4683,26043,17,51102,49192,41,115,8531,2171,270,1475,91162,358,465,979,96,2133,212
22/08/2016,224,9514,21972,81529,86637,654,601,9776,4778,27863,11,39344,47528,39,115,8586,2034,252,1439,131714,357,545,1002,97,2182,221
23/08/2016,415,10327,19431,82106,77881,484,597,9640,4658,27797,9,1619,13425,47,117,8835,2035,259,1240,145435,331,577,1000,88,1888,208
24/08/2016,404,9913,21267,83933,72859,137,601,9659,4612,26151,11,588,12029,38,118,8902,2244,273,1280,143479,326,578,988,87,2136,196
25/08/2016,307,9455,21997,86772,78778,805,592,10294,4631,26304,7,66435,42647,33,119,9003,2696,275,1100,142962,330,572,982,88,1791,213
26/08/2016,425,10272,21151,89414,83508,567,578,9520,4611,27019,14,51832,29015,35,117,9036,3578,286,1571,147390,344,581,984,93,1873,183
27/08/2016,170,10495,19073,90062,80003,559,574,9347,4488,26529,10,732,3289,36,118,8985,3429,287,1819,153426,330,595,984,89,2017,193
28/08/2016,120,9839,18834,87360,73105,3,569,9261,4430,24974,6,6974,29514,41,118,8940,3526,292,1887,153061,332,594,981,89,1898,199
29/08/2016,459,9375,18106,85559,67048,20,560,9065,4483,23003,9,1775,17691,40,115,8773,3622,303,2041,144173,325,580,975,89,1880,202
30/08/2016,538,8980,18586,84028,61522,1157,569,9154,4488,21541,6,395,1575,36,115,8721,3249,302,2058,137841,319,562,971,87,2113,180
31/08/2016,426,9005,48769,85930,81171,480,585,10372,4655,20886,10,44613,23342,459,117,8842,3040,276,1628,143805,333,567,1006,90,2096,209
1/09/2016,535,16415,78817,87358,121893,293,595,12275,6008,45584,12,141236,52218,35,126,9724,3434,281,1648,228431,440,689,1056,116,2479,255
2/09/2016,680,17516,66499,89946,129788,504,628,11472,5963,52788,11,121299,54342,41,134,10500,2202,286,1378,243549,423,685,1057,114,2695,247
3/09/2016,2229,33662,310894,129190,221165,1369,3576,14048,15943,153977,11,218701,83118,195,162,13473,4450,13898,1202,311561,535,879,1938,140,2589,338
4/09/2016,2513,24099,211010,107256,169363,500,3428,11763,15872,141593,18,177544,51592,269,177,15225,3284,14889,2825,338821,458,764,1133,122,2272,228
5/09/2016,641,18079,17117,102144,144145,582,2494,11132,11423,118878,11,53048,28242,212,169,14417,2858,9729,3658,282281,383,701,1037,105,2431,187
6/09/2016,577,13816,13044,102222,135171,56,2026,10853,9445,89291,11,611,5216,171,160,13668,3262,8516,3864,227342,345,631,1020,92,2303,205
7/09/2016,293,10738,8665,102188,120095,1,1689,10881,8769,68639,10,557,8190,148,146,12191,3171,7930,3822,194802,333,583,1008,90,2228,205
8/09/2016,490,9908,2431,102135,107115,0,1421,10822,8110,60093,6,585,17517,123,137,11081,3118,7716,3375,174938,329,563,1000,89,2426,199
9/09/2016,342,9358,7065,101531,99883,0,1295,10912,7907,53454,6,408,9470,111,133,10599,2772,7249,2359,170713,326,570,997,89,2473,186
10/09/2016,1576,24635,256784,125494,212952,3782,2172,14346,14979,126750,13,139558,71783,125,146,11944,6409,12930,1776,263887,471,804,1830,122,2792,292
11/09/2016,2656,29096,306718,109070,181472,2247,3515,13252,20021,154566,6,162999,47064,202,177,15234,4540,20710,2534,336648,510,786,1318,132,2845,276
12/09/2016,1533,19691,73824,102199,148490,2342,2679,11700,14481,128186,12,62870,22486,161,171,14670,4169,13574,2738,311720,417,717,1057,110,2548,219
13/09/2016,605,15758,5414,101669,136412,65,2124,11360,10677,100495,11,418,2481,140,161,13589,3639,10086,2651,245723,365,624,1032,101,2472,198
14/09/2016,330,13135,82269,100784,139128,50,1808,12058,10071,82311,4,29486,16921,132,154,12669,3698,9318,1913,218836,341,598,1059,94,2401,204
15/09/2016,1343,20954,261803,107193,173082,16594,1527,13447,13319,114976,16,129916,57856,111,157,12969,3474,9925,1708,314720,444,759,1173,119,2389,242
16/09/2016,1717,22256,187938,102347,159089,23578,1339,12488,13993,122162,9,153932,61397,173,167,13878,3016,11084,2089,331735,445,742,1115,120,2222,230
17/09/2016,797,17892,16760,96356,140472,1067,1223,11597,11170,105532,14,8703,18012,90,161,13439,2924,10051,2546,278311,392,647,1029,106,2503,211
18/09/2016,615,15009,2120,94148,123521,6,1165,11398,9777,82885,6,779,6562,81,154,12715,3216,9563,1987,230953,355,610,1026,98,2504,201
19/09/2016,241,12168,3254,93687,116731,10,1067,11112,9100,69867,10,4151,26203,79,144,11654,3385,9645,1731,206544,333,569,1001,90,1732,195
20/09/2016,321,10887,2426,93853,106160,0,991,11102,8892,64677,4,442,3109,80,130,10312,3329,9927,2131,174097,327,515,975,89,1952,201
21/09/2016,135,10377,38018,93740,113223,24,963,11725,8258,65506,11,22937,13777,59,127,9715,3914,10351,1869,172616,333,508,989,92,2175,205
22/09/2016,421,14326,110248,93954,140741,78,919,11958,9585,80903,2,148245,60118,54,131,10356,4259,10306,1669,220448,413,586,992,110,2038,218
23/09/2016,590,15218,57049,93848,125285,94,883,10818,10003,84355,7,44129,44027,66,135,10534,4019,10232,1994,228330,395,611,955,105,2141,224
24/09/2016,311,13074,12110,92416,113943,30,862,10804,9221,76144,6,3975,25182,50,133,10299,3392,10619,1901,217554,354,596,965,97,2187,213
25/09/2016,273,11227,4586,89806,100703,29,831,10544,8037,68317,5,1592,10620,54,128,9870,3672,9970,1623,197854,329,577,929,89,1816,211
26/09/2016,243,10562,1486,89851,86181,60,794,10529,7654,58460,9,44215,25136,53,118,8782,3654,9952,1823,168500,326,551,917,89,1814,195
27/09/2016,398,9996,1438,88139,75707,114,769,10133,7452,50995,6,120148,52290,48,115,8570,3647,10374,1643,161289,318,545,926,87,1792,162
28/09/2016,206,9742,2374,86836,71007,75,750,10467,7295,44318,7,76009,51458,51,114,8480,4997,10687,1765,153256,316,524,945,87,1938,199
29/09/2016,210,8966,22125,88720,102524,120,789,11704,7493,47239,6,121633,58601,50,118,8690,4905,10309,1278,159394,331,523,954,90,2327,189
30/09/2016,1734,29112,172568,134005,234710,2316,2730,14585,17889,148408,13,241711,102344,180,136,10764,12734,18836,1013,274829,521,923,2242,137,3587,288
1/10/2016,2711,30931,318443,121128,194541,2759,5633,12868,25234,162668,15,192803,74022,443,189,15904,11019,27503,4326,327958,523,823,1442,138,3626,258
2/10/2016,1960,20075,103806,105876,157062,2286,4669,11087,17679,133244,10,164922,58369,336,181,14974,8655,18138,5054,318231,421,730,1066,113,2966,231
3/10/2016,2118,24545,272764,117269,186797,2819,4238,12825,19407,143705,11,153233,77120,283,179,14734,7881,18250,3812,325961,463,785,1415,125,3412,272
4/10/2016,3444,29448,363200,124505,207995,2711,3724,13587,24907,161987,18,184617,83877,245,188,15815,8920,25427,5053,345580,521,860,1607,136,3798,293
5/10/2016,2481,24779,258433,110973,175893,2359,3547,12115,23990,150937,13,193527,69190,271,190,15979,7358,23551,5988,340215,474,775,1246,124,2932,245
6/10/2016,1169,16856,26240,103044,142634,1460,2289,10902,15977,122124,16,30567,17935,239,178,14826,7046,15774,6481,277367,372,642,1056,100,2282,196
7/10/2016,327,13128,14962,101489,135895,0,807,10556,12417,88579,21,411,432,204,168,13632,6304,14446,6403,220991,346,574,1039,94,2228,204
8/10/2016,240,10640,4813,101598,119621,21,550,10383,11713,70534,14,918,20369,206,154,12283,6495,13017,6050,190264,331,555,1029,93,1856,213
9/10/2016,522,9502,1627,101285,106630,2,301,10493,11175,61015,8,467,4847,199,138,10617,7631,13480,5418,164573,323,534,1022,89,2210,196
10/10/2016,294,8850,2405,96734,96706,108,82,10704,10951,54828,10,10391,43066,181,131,9836,8864,12563,3603,160250,319,531,1012,89,1888,192
11/10/2016,258,9075,3367,97202,86131,11,58,10512,10601,43036,11,2078,18291,172,123,9063,10723,13682,3320,151452,311,524,1000,84,1660,185
12/10/2016,437,8721,4049,94890,78758,1,78,10532,10226,37882,15,389,1378,162,117,8693,11888,13246,2855,133178,303,515,994,85,1827,154
13/10/2016,87,7901,8562,93963,74394,100,77,10287,10013,36676,4,13949,14075,166,115,8487,14283,12510,3683,118205,297,507,990,82,1633,186
14/10/2016,25,7349,14162,93843,72343,921,71,10432,9740,30469,13,64224,60012,167,114,8219,15632,12673,5646,104401,298,499,994,81,1927,166
15/10/2016,20,6968,14525,80253,69124,819,60,10289,9693,28172,10,71505,61843,179,115,8205,12123,12262,5638,104267,297,501,994,80,2135,178
16/10/2016,20,6993,15833,70184,65123,8569,46,10488,9352,28388,9,64669,61476,151,115,8401,7516,11824,4965,114542,305,507,1002,85,2276,192
17/10/2016,113,11331,87141,82368,138287,5600,35,12056,11021,54225,10,92606,61904,152,119,8588,7807,12179,4634,173843,384,593,1131,103,1963,226
18/10/2016,553,18568,91468,86386,135596,2455,32,11302,12060,81965,14,137321,61909,148,132,9820,5806,12946,5079,274511,453,692,1095,121,2268,221
19/10/2016,395,15026,9908,88368,121096,2454,31,11043,11749,80147,10,156080,60535,143,136,10380,6135,12788,5563,227014,411,632,1049,111,2014,207
20/10/2016,304,13021,874,86752,115207,2172,33,10516,11377,74681,10,149175,63129,141,136,10400,6390,12459,6029,216798,394,616,1038,107,2290,189
21/10/2016,273,11807,1800,86706,104995,2350,29,10458,10615,68343,13,129897,61319,131,137,7349,5556,13911,5638,201893,363,606,1030,99,2463,193
22/10/2016,355,10392,1478,86547,92244,1860,25,10244,10173,60536,5,79045,59854,129,134,,5774,13710,5032,177124,339,576,1020,93,1827,191
23/10/2016,280,9607,4562,86720,80277,1637,25,10068,9866,50691,10,28049,56742,124,125,,5853,15024,5566,158239,327,537,1003,90,1805,157
24/10/2016,320,9175,5675,86245,69867,1499,23,10053,9572,44898,15,15900,47855,109,122,,8129,14612,5424,150279,321,523,994,88,1969,177
25/10/2016,510,8865,4328,83491,63429,2101,24,9992,9084,37788,9,2684,24951,112,117,,8623,13159,5498,140885,318,509,984,87,1921,185
26/10/2016,724,8235,5677,81145,58699,1665,20,9967,8993,30928,9,2266,19014,105,115,,9591,13693,5411,133106,316,504,977,84,1971,180
27/10/2016,240,7720,13565,80934,53988,2202,21,9952,8367,26972,11,403,5408,94,114,,9681,12915,5329,126864,304,495,968,85,1725,195
28/10/2016,29,7603,13672,80741,50052,945,20,9864,8170,22608,12,19468,37733,80,112,,9851,13681,5398,117296,294,489,956,83,1790,179
29/10/2016,25,7037,13779,78326,46567,91,18,9838,8430,18628,7,28648,56409,82,112,,10937,12589,5342,106944,289,482,951,79,1880,188
30/10/2016,29,6323,10320,75941,33555,136,14,9906,8396,16922,6,32970,58342,70,113,,11810,11481,4815,105921,293,473,959,78,2093,200
31/10/2016,28,6045,9510,69188,28986,96,12,9798,8119,16384,7,16343,47316,70,112,,14960,11959,4894,97086,290,460,950,80,1555,187
1/11/2016,24,5962,11292,62247,22337,97,11,9860,8254,16898,6,10500,40469,69,110,,15930,12070,4965,86112,288,450,933,80,1775,171
2/11/2016,31,5607,12647,60524,17757,141,10,9815,8097,16621,7,5698,32504,64,109,,13702,11939,5096,70911,286,445,920,80,1555,187
3/11/2016,99,5481,13257,60612,15390,175,10,9679,7966,18566,4,812,22468,63,108,,14189,12056,5355,57460,285,440,906,80,1667,180
4/11/2016,28,5190,11728,61580,12367,107,7,9765,7893,21622,8,6098,32740,68,108,,14443,11729,4920,53634,284,429,908,78,2102,181
5/11/2016,15,4819,9648,59270,10298,49,6,9764,7151,24235,9,10090,39241,55,110,,13162,11162,4236,52937,286,428,905,80,1568,187
6/11/2016,12,4648,12817,53715,9640,78,5,9575,7050,24863,6,5287,30509,61,107,,15096,11358,4731,49172,283,426,898,78,1555,178
7/11/2016,11,4489,13441,47621,8904,82,5,9575,6785,24639,6,3494,26004,52,107,,17150,11497,4627,44691,288,426,899,79,1809,181
8/11/2016,10,4368,13821,45181,8795,68,4,9390,6833,23550,7,2117,24073,65,107,,18032,11317,4527,41407,281,429,889,78,1565,183
9/11/2016,11,4405,14473,46208,9260,66,5,9478,6674,21889,6,1038,20220,57,106,,18332,11101,4546,36565,283,429,888,77,1659,180
